name,id,movie
Crystal Sky Pictures,20241,Ghost Rider: Spirit of Vengeance
Michael De Luca Productions,27551,Ghost Rider: Spirit of Vengeance
Miramax Films,14,Captain Corelli's Mandolin
Universal Pictures,33,Captain Corelli's Mandolin
Walt Disney Pictures,2,The Pacifier
Spyglass Entertainment,158,The Pacifier
Paramount Pictures,4,Forrest Gump
Dune Entertainment,444,Alvin and the Chipmunks
Regency Enterprises,508,Alvin and the Chipmunks
Fox 2000 Pictures,711,Alvin and the Chipmunks
Bagdasarian Productions,10930,Alvin and the Chipmunks
DreamWorks SKG,27,Meet the Parents
Universal Pictures,33,Meet the Parents
Tribeca Productions,11391,Meet the Parents
Nancy Tenenbaum Films,41248,Meet the Parents
Walt Disney Pictures,2,Pocahontas
Walt Disney Feature Animation,10217,Pocahontas
Warner Bros.,6194,Superman
Dovemead Films,51861,Superman
Film Export A.G.,51862,Superman
Imagine Entertainment,23,The Nutty Professor
Universal Pictures,33,The Nutty Professor
Twentieth Century Fox Film Corporation,306,Alien³
Brandywine Productions,19747,Alien³
Columbia Pictures Corporation,441,Hitch
Overbrook Entertainment,12485,Hitch
Walt Disney Pictures,2,George of the Jungle
Mandeville Films,10227,George of the Jungle
Universal Pictures,33,American Wedding
Zide-Perry Productions,3169,American Wedding
LivePlanet,7161,American Wedding
Loumolo & Co.,52942,American Wedding
Columbia Pictures,5,Captain Phillips
Twentieth Century Fox Film Corporation,306,Date Night
Dune Entertainment,444,Date Night
21 Laps Entertainment,2575,Date Night
Universal Pictures,33,Casper
Amblin Entertainment,56,Casper
The Harvey Entertainment Company,11098,Casper
Lakeshore Entertainment,126,The Hunted
Alphaville Films,11462,The Hunted
Columbia Pictures,5,The Equalizer
Village Roadshow Pictures,79,The Equalizer
Escape Artists,1423,The Equalizer
Mace Neufeld Productions,2767,The Equalizer
LStar Capital,34034,The Equalizer
Lonetree Entertainment,41096,The Equalizer
Red Om Films,2455,Maid in Manhattan
Hollywood Pictures,915,Crimson Tide
Don Simpson/Jerry Bruckheimer Films,10288,Crimson Tide
Columbia Pictures Corporation,441,The Pursuit of Happyness
Escape Artists,1423,The Pursuit of Happyness
Relativity Media,7295,The Pursuit of Happyness
Overbrook Entertainment,12485,The Pursuit of Happyness
Imagine Entertainment,23,Flightplan
Touchstone Pictures,9195,Flightplan
Warner Bros.,6194,Disclosure
Baltimore Pictures,11407,Disclosure
Atlas Entertainment,507,City of Angels
Regency Enterprises,508,City of Angels
Monarchy Enterprises B.V.,676,City of Angels
Warner Bros.,6194,City of Angels
Taurus Film,20555,City of Angels
Miramax Films,14,Kill Bill: Vol. 1
A Band Apart,59,Kill Bill: Vol. 1
Super Cool ManChu,39121,Kill Bill: Vol. 1
Universal Pictures,33,Bowfinger
Miramax Films,14,Kill Bill: Vol. 2
A Band Apart,59,Kill Bill: Vol. 2
Super Cool ManChu,39121,Kill Bill: Vol. 2
Warner Bros.,6194,Tango & Cash
Universal Pictures,33,Death Becomes Her
Spyglass Entertainment,158,Shanghai Noon
Roger Birnbaum Productions,961,Shanghai Noon
Touchstone Pictures,9195,Shanghai Noon
Silver Pictures,1885,Executive Decision
Warner Bros.,6194,Executive Decision
Twentieth Century Fox Film Corporation,306,Mr. Popper's Penguins
Dune Entertainment,444,Mr. Popper's Penguins
Davis Entertainment,1302,Mr. Popper's Penguins
Dune Entertainment III,6332,Mr. Popper's Penguins
Casey Silver Productions,877,The Forbidden Kingdom
China Film Co-Production Corporation,2269,The Forbidden Kingdom
Huayi Brothers,3393,The Forbidden Kingdom
Relativity Media,7295,The Forbidden Kingdom
Reel FX Creative Studios,2787,Free Birds
Relativity Media,7295,Free Birds
Hollywood Pictures,915,Evita
Cinergi Pictures Entertainment,1504,Evita
United Artists,60,Ronin
FGM Entertainment,2347,Ronin
Constellation Films,457,The Ghost and the Darkness
Paramount,6033,The Ghost and the Darkness
The Weinstein Company,308,Paddington
StudioCanal,694,Paddington
TF1 Films Production,3823,Paddington
Canal+,5358,Paddington
Heyday Films,7364,Paddington
Ciné+,10611,Paddington
Anton Capital Entertainment (ACE),20664,Paddington
TF1,22123,Paddington
Amazon Prime Instant Video,58773,Paddington
Ingenious Film Partners,289,The Watch
Ingenious Media,290,The Watch
Twentieth Century Fox Film Corporation,306,The Watch
Dune Entertainment,444,The Watch
21 Laps Entertainment,2575,The Watch
Dune Entertainment III,6332,The Watch
Big Screen Productions,10893,The Watch
Down Productions,37336,The Watch
Spyglass Entertainment,158,Instinct
Touchstone Pictures,9195,Instinct
Twentieth Century Fox Film Corporation,306,Stuck on You
Conundrum Entertainment,1156,Stuck on You
New Line Cinema,12,Semi-Pro
Donners' Company,431,Semi-Pro
Mosaic Media Group,748,Semi-Pro
Road Rebel,2648,Semi-Pro
Columbia Pictures,5,The Pirates! In an Adventure with Scientists!
Aardman Animations,297,The Pirates! In an Adventure with Scientists!
Sony Pictures Animation,2251,The Pirates! In an Adventure with Scientists!
Imagine Entertainment,23,Changeling
Malpaso Productions,171,Changeling
Relativity Media,7295,Changeling
Warner Bros. Pictures,174,Gods and Generals
Turner Pictures,1765,Gods and Generals
Antietam Filmworks,17462,Gods and Generals
Twentieth Century Fox Film Corporation,306,Chain Reaction
Chicago Pacific Entertainment,2377,Chain Reaction
"Zanuck Company, The",20004,Chain Reaction
TriStar Pictures,559,The Fan
Mandalay Entertainment,1236,The Fan
Odyssey Entertainment,3539,The Phantom of the Opera
Warner Bros.,6194,The Phantom of the Opera
Scion Films,7419,The Phantom of the Opera
Really Useful Films,38504,The Phantom of the Opera
Universal Pictures,33,Elizabeth: The Golden Age
StudioCanal,694,Elizabeth: The Golden Age
Working Title Films,10163,Elizabeth: The Golden Age
Paramount Pictures,4,Æon Flux
Lakeshore Entertainment,126,Æon Flux
MTV Films,746,Æon Flux
Colossal Pictures,6041,Æon Flux
Valhalla Motion Pictures,11533,Æon Flux
MTV Productions,11534,Æon Flux
Metro-Goldwyn-Mayer (MGM),8411,Turbulence
Rysher Entertainment,11661,Turbulence
Paramount Pictures,4,Imagine That
Di Bonaventura Pictures,435,Imagine That
Nickelodeon Movies,2348,Imagine That
Goldcrest Pictures,11843,Imagine That
Internationale Filmproduktion Stella-del-Sud Third,89562,Imagine That
Buena Vista,32,Muppets Most Wanted
Disney,6421,Muppets Most Wanted
Studio Canal,5870,Thunderbirds
Working Title Films,10163,Thunderbirds
Tracy Films,12362,Thunderbirds
Bedford Falls Productions,348,Burlesque
Gerber Pictures,975,A Very Long Engagement
2003 Productions,1232,A Very Long Engagement
TF1 Films Production,3823,A Very Long Engagement
Canal+,5358,A Very Long Engagement
Warner Bros.,6194,A Very Long Engagement
Région Ile-de-France,11246,A Very Long Engagement
Tapioca Films,12000,A Very Long Engagement
Centre National de la Cinématographie (CNC),18367,A Very Long Engagement
Région Bretagne,20346,A Very Long Engagement
Région Poitou-Charentes,76911,A Very Long Engagement
Seven Arts Productions,516,Lolita
Allied Artists,517,Lolita
Transworld Pictures,518,Lolita
Universal Pictures,33,D-Tox
New Line Cinema,12,Blade II
Amen Ra Films,421,Blade II
Milk & Honey,5611,Blade II
Imaginary Forces,11321,Blade II
Justin Pictures,11322,Blade II
Linovo Productions GmbH & Co. KG,11323,Blade II
Pacific Title and Art Studio,11324,Blade II
Marvel Enterprises,19551,Blade II
Harpo Films,3298,Beloved
Touchstone Pictures,9195,Beloved
Columbia Pictures,5,Seven Pounds
Escape Artists,1423,Seven Pounds
Relativity Media,7295,Seven Pounds
Overbrook Entertainment,12485,Seven Pounds
Dark Castle Entertainment,1786,Bullet to the Head
After Dark Films,3608,Bullet to the Head
IM Global,7437,Bullet to the Head
Automatik Entertainment,7625,Bullet to the Head
Silver Reel,12075,Bullet to the Head
EMJAG Productions,14654,Bullet to the Head
Millar Gough Ink,20356,Bullet to the Head
Headshot Films,25876,Bullet to the Head
Paramount Pictures,4,The Godfather: Part III
Paramount Pictures,4,Elizabethtown
Cruise/Wagner Productions,44,Elizabethtown
Vinyl Films,485,Elizabethtown
KMP Film Invest,20157,Elizabethtown
Village Roadshow Pictures,79,Lucky You
Lonely Film Productions GmbH & Co. KG.,430,Lucky You
Deuce Three Productions,812,Lucky You
DiNovi Pictures,813,Lucky You
Warner Bros.,6194,Lucky You
Universal Pictures,33,"You, Me and Dupree"
Kaplan/Perrone Entertainment,11844,"You, Me and Dupree"
MMCB Film Produktion 2004,59957,"You, Me and Dupree"
Warner Bros.,6194,Superman II
Dovemead Films,51861,Superman II
Film Export A.G.,51862,Superman II
City Light Films,136,Gigli
Revolution Studios,497,Gigli
Casey Silver Productions,877,Gigli
Columbia Pictures Corporation,441,All the King's Men
Rising Star,1208,All the King's Men
Relativity Media,7295,All the King's Men
Phoenix Pictures,11317,All the King's Men
VIP 4 Medienfonds,23238,All the King's Men
Paramount Pictures,4,Shaft
Scott Rudin Productions,258,Shaft
Twentieth Century Fox Film Corporation,306,Anastasia
Fox Animation Studios,11231,Anastasia
Fox Family Films,11232,Anastasia
The Big Gun Project,11233,Anastasia
Little Wolf Entertainment,11234,Anastasia
Bazmark Films,240,Moulin Rouge!
Twentieth Century Fox Film Corporation,306,Moulin Rouge!
Paramount Pictures,4,Domestic Disturbance
Infinitum Nihil,2691,Black Mass
Head Gear Films,5056,Black Mass
Cross Creek Pictures,10246,Black Mass
Free State Pictures,40106,Black Mass
RatPac-Dune Entertainment,41624,Black Mass
Le Grisbi Productions,47169,Black Mass
Vendian Entertainment,50481,Black Mass
DreamWorks SKG,27,Flags of Our Fathers
Amblin Entertainment,56,Flags of Our Fathers
Malpaso Productions,171,Flags of Our Fathers
Warner Bros.,6194,Flags of Our Fathers
"Film Department, The",5257,Law Abiding Citizen
Evil Twins,5802,Law Abiding Citizen
Warp Films,12180,Law Abiding Citizen
Big Talk Productions,443,Grindhouse
Yer Dead Productions,6869,Grindhouse
"Weinstein Company, The",7289,Grindhouse
Dimension Films,7405,Grindhouse
Troublemaker Studios,10807,Grindhouse
Dartmouth International,15762,Grindhouse
Eyetronics,15763,Grindhouse
Rodriguez International Pictures,15764,Grindhouse
Kemp Company,367,Catch Me If You Can
Splendid Pictures,368,Catch Me If You Can
Parkes/MacDonald Productions,11084,Catch Me If You Can
Columbia Pictures,5,Zero Dark Thirty
Annapurna Pictures,13184,Zero Dark Thirty
First Light Production,20344,Zero Dark Thirty
Universal Pictures,33,The Break-Up
Mosaic Media Group,748,The Break-Up
Wild West Picture Show Productions,2796,The Break-Up
Universal Pictures,33,Mamma Mia!
Internationale Filmproduktion Richter,2655,Mamma Mia!
Playtone,4171,Mamma Mia!
Relativity Media,7295,Mamma Mia!
Littlestar,34441,Mamma Mia!
Apipoulaï,1076,From Paris with Love
M6 Films,1115,From Paris with Love
Canal+,5358,From Paris with Love
TPS Star,6586,From Paris with Love
Grive Productions,6877,From Paris with Love
EuropaCorp,6896,From Paris with Love
M6,11261,From Paris with Love
W9,34774,From Paris with Love
New Line Cinema,12,Valentine's Day
Karz Entertainment,4194,Valentine's Day
Rice Films,60018,Valentine's Day
Village Roadshow Pictures,79,The Dukes of Hazzard
Gerber Pictures,975,The Dukes of Hazzard
Warner Bros.,6194,The Dukes of Hazzard
WV Films III,12202,The Dukes of Hazzard
Fox 2000 Pictures,711,The Thin Red Line
Phoenix Pictures,11317,The Thin Red Line
Geisler-Roberdeau,23660,The Thin Red Line
Universal Pictures,33,The Change-Up
Original Film,333,The Change-Up
Relativity Media,7295,The Change-Up
Big Kid Pictures,8406,The Change-Up
Mutual Film Company,762,Man on the Moon
Universal Pictures,33,Casino
Légende Entreprises,10898,Casino
Syalis DA,11583,Casino
De Fina-Cappa,11584,Casino
Metro-Goldwyn-Mayer (MGM),8411,Bulletproof Monk
Twentieth Century Fox Film Corporation,306,"Me, Myself & Irene"
Conundrum Entertainment,1156,"Me, Myself & Irene"
Paramount Pictures,4,Barnyard
Nickelodeon Movies,2348,Barnyard
Paramount Animation,24955,Barnyard
Regency Enterprises,508,Deck the Halls
New Regency Pictures,10104,Deck the Halls
Corduroy Films,18479,Deck the Halls
All Lit Up Productions,89633,Deck the Halls
Summit Entertainment,491,The Twilight Saga: New Moon
Maverick Films,4000,The Twilight Saga: New Moon
Imprint Entertainment,5218,The Twilight Saga: New Moon
Sunswept Entertainment,5219,The Twilight Saga: New Moon
Temple Hill Entertainment,12292,The Twilight Saga: New Moon
DreamWorks SKG,27,Shrek
Pacific Data Images (PDI),520,Shrek
DreamWorks Animation,521,Shrek
Warner Bros.,6194,Robin Hood: Prince of Thieves
Morgan Creek Productions,10210,Robin Hood: Prince of Thieves
Gracie Films,18,Jerry Maguire
TriStar Pictures,559,Jerry Maguire
Universal Pictures,33,Ted
Media Rights Capital,2531,Ted
Fuzzy Door Productions,8789,Ted
Gracie Films,18,As Good as It Gets
TriStar Pictures,559,As Good as It Gets
Universal Pictures,33,Patch Adams
Bungalow 78 Productions,369,Patch Adams
Blue Wolf,10230,Patch Adams
Farrell/Minoff,10231,Patch Adams
Paramount Pictures,4,Anchorman 2: The Legend Continues
Gary Sanchez Productions,4740,Anchorman 2: The Legend Continues
Apatow Productions,10105,Anchorman 2: The Legend Continues
DreamWorks SKG,27,The Peacemaker
New Line Cinema,12,Mr. Deeds
Columbia Pictures Corporation,441,Mr. Deeds
Out of the Blue... Entertainment,879,Mr. Deeds
Happy Madison Productions,2608,Mr. Deeds
Paramount Pictures,4,Super 8
Amblin Entertainment,56,Super 8
Bad Robot,11461,Super 8
K/O Camera Toys,23300,Super 8
Jersey Films,216,Erin Brockovich
Paramount Pictures,4,How to Lose a Guy in 10 Days
Columbia Pictures,5,22 Jump Street
Original Film,333,22 Jump Street
Media Rights Capital,2531,22 Jump Street
Metro-Goldwyn-Mayer (MGM),8411,22 Jump Street
Cannell Studios,9194,22 Jump Street
LStar Capital,34034,22 Jump Street
33andOut Productions,34035,22 Jump Street
JHF Productions,34036,22 Jump Street
Geffen Pictures,360,Interview with the Vampire
Village Roadshow Pictures,79,Yes Man
The Zanuck Company,80,Yes Man
Heyday films,437,Yes Man
Warner Bros.,6194,Yes Man
New Line Cinema,12,Central Intelligence
Universal Pictures,33,Central Intelligence
Bluegrass Films,13778,Central Intelligence
Principato-Young Entertainment,37845,Central Intelligence
Columbia Pictures,5,Stepmom
1492 Pictures,436,Stepmom
Paramount Pictures,4,Daddy's Home
Gary Sanchez Productions,4740,Daddy's Home
Red Granite Pictures,19177,Daddy's Home
Walt Disney Pictures,2,Into the Woods
Marc Platt Productions,2527,Into the Woods
Lucamar Productions,17021,Into the Woods
Imagine Entertainment,23,Inside Man
Universal Pictures,33,Inside Man
40 Acres & A Mule Filmworks,4319,Inside Man
Paramount Pictures,4,Congo
"Kennedy/Marshall Company, The",7383,Congo
Twentieth Century Fox Film Corporation,306,We Bought a Zoo
Dune Entertainment,444,We Bought a Zoo
Vinyl Films,485,We Bought a Zoo
LBI Entertainment,8518,We Bought a Zoo
Summit Entertainment,491,Knowing
Mystery Clock Cinema,908,Knowing
Escape Artists,1423,Knowing
Goldcrest Pictures,11843,Knowing
Kaplan/Perrone Entertainment,11844,Knowing
Wintergreen Productions,11845,Knowing
Paramount Pictures,4,Failure to Launch
Scott Rudin Productions,258,Failure to Launch
Failure to Launch Productions,84423,Failure to Launch
DreamWorks,7,The Ring Two
BenderSpink,6363,The Ring Two
Parkes+MacDonald Image Nation,49325,The Ring Two
Warner Bros.,6194,"Crazy, Stupid, Love."
Twentieth Century Fox Film Corporation,306,Garfield
Davis Entertainment,1302,Garfield
Twentieth Century Fox Animation,11749,Garfield
Columbia Pictures,5,Christmas with the Kranks
1492 Pictures,436,Christmas with the Kranks
Revolution Studios,497,Christmas with the Kranks
Columbia Pictures,5,Moneyball
Scott Rudin Productions,258,Moneyball
Kopelson Entertainment,824,Outbreak
Punch Productions,2154,Outbreak
Warner Bros.,6194,Outbreak
Arnold Kopelson Productions,16775,Outbreak
StudioCanal,694,Non-Stop
Silver Pictures,1885,Non-Stop
TF1 Films Production,3823,Non-Stop
Canal+,5358,Non-Stop
Anton Capital Entertainment (ACE),20664,Non-Stop
TF1,22123,Non-Stop
LOVEFiLM International,26387,Non-Stop
Walt Disney Pictures,2,Race to Witch Mountain
Gunn Films,3538,Race to Witch Mountain
Studio Babelsberg,264,V for Vendetta
DC Comics,429,V for Vendetta
Virtual Studios,449,V for Vendetta
Anarchos Productions,450,V for Vendetta
Silver Pictures,1885,V for Vendetta
Warner Bros.,6194,V for Vendetta
Medienboard Berlin-Brandenburg,7307,V for Vendetta
Fünfte Babelsberg Film,23889,V for Vendetta
Spyglass Entertainment,158,Shanghai Knights
Touchstone Pictures,9195,Shanghai Knights
Birnbaum / Barber Productions,58262,Shanghai Knights
Jackie Chan Films Limited,58263,Shanghai Knights
All Knight Productions,58264,Shanghai Knights
Imagine Entertainment,23,Curious George
Universal Pictures,33,Curious George
Universal Animation Studios,5556,Curious George
